crop_name,temperature,rainfall,soil_ph,market_demand
Barley,16,88,6.3,2
Barley,15,143,5.3,6
Sorghum,29,178,6.7,6
Millet,35,90,7.5,4
Sorghum,25,263,5.4,6
Maize,16,199,6.5,6
Wheat,34,93,5.9,6
Sorghum,11,101,6.5,6
Peanut,34,197,5.6,5
Sorghum,18,121,6.5,9
Cotton,22,260,6.0,4
Sorghum,38,281,6.6,1
Sorghum,11,246,5.2,6
Millet,32,254,5.6,4
Sugarcane,21,149,6.1,5
Wheat,37,173,5.0,1
Wheat,39,242,5.2,2
Wheat,22,233,5.6,6
Peanut,24,211,6.7,3
Maize,31,81,6.3,2
Wheat,22,50,5.8,1
Wheat,35,53,7.1,6
Wheat,17,257,6.8,5
Sugarcane,37,175,6.8,8
Maize,33,170,5.5,1
Rice,10,185,6.2,2
Sugarcane,31,128,6.0,4
Wheat,18,277,5.4,4
Rice,34,181,6.3,6
Rice,26,195,7.2,6
Sugarcane,30,60,6.6,2
Peanut,35,222,5.9,9
Rice,18,252,6.9,9
Maize,26,214,7.2,7
Millet,19,225,5.7,9
Barley,36,285,6.5,4
Barley,34,276,6.6,3
Sorghum,26,84,7.4,1
Rice,36,152,5.8,8
Cotton,33,105,6.8,8
Cotton,24,178,6.5,8
Sorghum,35,84,5.8,3
Soybean,16,155,6.1,4
Sorghum,30,132,5.6,1
Millet,35,299,5.9,3
Sugarcane,12,165,6.8,4
Wheat,10,88,6.5,8
Barley,23,58,6.5,2
Soybean,29,112,6.6,7
Sugarcane,16,263,5.6,1
Rice,12,119,7.1,6
Wheat,17,246,7.2,7
Rice,20,131,5.2,1
Millet,20,281,5.7,2
Sugarcane,11,79,6.4,5
Barley,32,114,5.9,8
Maize,39,91,7.0,1
Barley,33,105,5.5,6
Maize,35,72,6.1,2
Barley,12,213,6.4,4
Rice,10,158,7.5,3
Maize,37,99,6.2,6
Maize,26,291,5.7,8
Soybean,28,209,5.3,5
Sorghum,14,278,7.1,5
Cotton,30,57,6.7,6
Maize,11,59,6.2,3
Sugarcane,36,241,5.5,7
Sugarcane,14,103,6.9,9
Sugarcane,10,225,5.8,8
Soybean,24,284,6.7,3
Sugarcane,11,205,6.1,3
Sorghum,34,134,5.4,4
Barley,16,86,6.9,2
Millet,21,268,5.1,8
Sugarcane,39,203,6.4,4
Millet,21,244,7.4,7
Soybean,14,142,6.6,4
Maize,33,266,5.6,6
Rice,17,191,7.4,6
Cotton,31,228,5.2,8
Barley,25,252,6.4,9
Wheat,38,86,6.4,9
Cotton,26,262,5.3,7
Millet,24,85,7.5,6
Maize,31,148,6.9,9
Sugarcane,10,88,6.2,2
Maize,28,116,6.3,6
Maize,27,168,5.2,6
Millet,20,255,5.5,4
Soybean,22,81,6.8,3
Soybean,24,192,6.2,8
Soybean,16,281,6.2,4
Sorghum,23,253,6.2,7
Rice,11,235,6.6,4
Sorghum,10,256,6.3,5
Peanut,35,80,5.3,5
Sugarcane,27,183,5.4,4
Soybean,25,180,5.4,3
Sugarcane,17,95,6.0,7
Wheat,34,150,7.5,9
Cotton,14,181,6.3,9
Rice,25,109,5.2,3
Cotton,17,255,7.1,5
Millet,38,74,5.1,4
Maize,10,213,5.8,8
Sorghum,30,111,5.5,1
Wheat,25,291,5.2,3
Peanut,29,219,5.7,4
Maize,28,244,6.7,2
Peanut,37,72,6.3,4
Millet,29,86,7.3,3
Cotton,39,256,6.1,4
Sugarcane,14,286,6.0,7
Sugarcane,20,90,5.5,2
Peanut,20,125,5.5,6
Maize,29,129,6.9,5
Millet,36,240,5.4,4
Sugarcane,29,292,5.2,1
Rice,36,199,6.1,2
Maize,11,247,5.5,7
Cotton,24,75,6.0,9
Barley,16,236,7.0,3
Maize,19,76,5.8,8
Barley,38,139,5.4,9
Wheat,36,189,5.3,5
Sugarcane,30,295,6.0,6
Peanut,16,198,6.0,5
Barley,27,199,6.7,4
Sorghum,35,136,6.6,8
Maize,25,142,6.3,3
Rice,33,101,6.1,6
Soybean,21,56,5.5,1
Sorghum,14,119,5.8,5
Millet,12,70,5.4,2
Sugarcane,14,143,7.4,8
Cotton,35,195,6.2,8
Cotton,33,199,6.5,2
Peanut,16,225,5.6,4
Sugarcane,26,119,6.7,1
Sugarcane,27,73,5.3,2
Barley,30,161,7.5,9
Sugarcane,27,182,5.1,2
Soybean,13,150,6.4,6
Barley,16,129,5.1,7
Soybean,12,126,7.0,6
Peanut,26,133,6.3,5
Wheat,21,84,5.1,7
Soybean,16,55,7.1,8
Soybean,13,89,7.1,1
Wheat,21,62,6.2,6
Cotton,12,82,7.3,7
Rice,22,76,6.1,9
Wheat,39,68,7.1,9
Maize,22,145,5.4,4
Wheat,35,263,7.1,9
Sugarcane,19,291,7.2,8
Wheat,17,129,6.6,4
Sugarcane,24,166,6.7,2
Maize,24,279,7.4,1
Rice,36,215,6.0,4
Sorghum,38,250,6.6,9
Wheat,20,141,6.7,8
Soybean,32,272,6.8,4
Peanut,33,183,5.6,7
Sugarcane,34,253,6.7,2
Sugarcane,24,87,7.0,3
Sorghum,28,193,5.7,1
Rice,27,236,6.9,9
Peanut,33,196,5.0,8
Millet,32,82,5.0,6
Peanut,26,164,6.8,8
Sorghum,32,56,5.3,1
Cotton,30,106,5.2,3
Sorghum,16,87,7.2,8
Cotton,27,134,6.4,8
Peanut,13,266,6.9,3
Soybean,18,239,5.7,5
Barley,38,130,6.3,9
Barley,26,292,7.1,9
Millet,19,61,7.0,3
Wheat,24,106,6.7,9
Sorghum,11,191,6.6,7
Rice,17,225,5.5,2
Millet,21,169,5.3,4
Wheat,33,213,5.8,9
Millet,20,204,5.3,3
Sorghum,11,119,7.3,3
Peanut,24,191,6.3,1
Cotton,37,294,7.1,9
Maize,11,193,7.2,6
Sorghum,13,286,5.7,3
Millet,15,157,6.3,7
Sorghum,11,254,6.0,5
Millet,30,249,7.5,4
Barley,33,268,5.9,9
Rice,24,165,5.5,4
Sorghum,23,226,6.1,1
Wheat,21,197,5.7,6
Millet,32,118,5.7,3
Rice,17,107,7.0,5
Peanut,30,170,5.6,3
Peanut,38,152,5.1,5
Rice,13,270,6.4,6
Peanut,17,131,6.2,8
Maize,38,84,5.5,7
Wheat,35,271,6.2,7
Millet,17,67,6.5,7
Peanut,21,116,6.2,5
Wheat,10,96,6.9,1
Sugarcane,28,193,6.0,6
Rice,25,205,6.4,7
Maize,29,279,7.0,4
Peanut,14,237,5.6,4
Peanut,20,263,7.4,3
Barley,11,81,5.8,4
Soybean,24,60,7.0,7
Millet,33,206,5.1,8
Sugarcane,38,166,7.0,4
Cotton,10,235,5.7,4
Soybean,18,57,7.1,6
Wheat,28,94,5.4,7
Peanut,23,233,6.1,4
Barley,11,209,6.9,7
Peanut,12,143,7.4,5
Wheat,29,113,5.2,4
Sugarcane,33,249,7.2,2
Sugarcane,15,190,7.1,8
Sugarcane,16,182,6.6,4
Soybean,27,299,5.8,4
Peanut,38,121,5.3,4
Peanut,13,122,6.9,7
Maize,18,118,5.5,4
Peanut,36,290,7.0,1
Sorghum,26,103,7.1,3
Soybean,16,156,5.3,4
Barley,18,58,5.4,4
Barley,28,64,5.8,5
Wheat,15,282,5.6,6
Wheat,14,124,6.6,1
Peanut,30,274,6.8,9
Barley,30,94,5.1,2
Rice,16,228,6.2,3
Cotton,37,62,5.0,4
Cotton,31,260,7.1,2
Rice,24,155,6.8,7
Barley,30,177,7.2,7
Wheat,25,119,6.0,4
Maize,13,164,5.6,1
Barley,11,165,6.4,9
Sugarcane,36,217,5.3,1
Barley,20,180,7.2,1
Barley,19,244,6.6,2
Wheat,23,289,6.5,3
Millet,20,69,5.3,3
Wheat,30,256,6.2,9
Sugarcane,14,278,6.0,7
Barley,21,154,5.6,1
Sorghum,31,169,6.2,5
Cotton,14,207,7.0,9
Peanut,10,280,7.0,3
Barley,34,186,6.0,2
Rice,14,53,5.4,3
Soybean,33,68,6.3,8
Sorghum,11,137,5.5,3
Barley,24,288,7.3,5
Millet,32,116,6.1,5
Maize,36,229,5.9,8
Maize,10,243,6.5,6
Millet,27,139,5.4,8
Sugarcane,11,126,6.7,7
Peanut,20,71,6.6,5
Rice,23,288,5.8,7
Barley,11,241,5.7,1
Wheat,18,77,5.6,9
Cotton,34,240,6.2,1
Sugarcane,39,279,5.8,5
Soybean,25,131,6.0,7
Peanut,33,74,5.1,1
Peanut,14,163,7.3,6
Sorghum,32,161,5.0,6
Wheat,35,195,6.6,1
Barley,11,195,7.4,9
Soybean,23,192,5.5,7
Maize,39,125,6.3,5
Soybean,36,92,7.3,7
Barley,39,70,6.8,9
Soybean,14,230,6.6,2
Cotton,24,211,5.9,4
Millet,14,68,7.2,9
Rice,18,234,6.2,9
Maize,36,214,5.4,5
Barley,38,202,6.3,4
Millet,16,289,7.5,4
Wheat,31,151,6.9,1
Peanut,26,225,5.8,6
Rice,32,208,5.0,2
Sugarcane,23,197,6.4,6
Wheat,15,55,6.4,3
Cotton,13,132,7.5,4
Wheat,39,197,5.7,1
Millet,15,269,5.8,8
Rice,35,242,6.6,4
Millet,13,98,6.8,2
Millet,35,62,6.8,9
Maize,14,262,5.5,1
Millet,23,284,5.7,1
Millet,35,214,5.1,5
Sugarcane,18,67,6.6,9
Sorghum,27,246,5.4,8
Wheat,17,119,7.0,1
Peanut,15,258,5.9,3
Peanut,37,53,5.9,5
Peanut,13,240,5.6,5
Sugarcane,13,236,6.1,9
Soybean,36,271,6.7,8
Barley,15,209,6.3,4
Rice,12,57,6.0,3
Cotton,34,274,7.1,5
Peanut,32,172,5.1,1
Soybean,38,282,5.0,4
Millet,10,58,5.5,6
Sorghum,37,174,6.4,2
Peanut,19,165,6.5,9
Sugarcane,15,251,7.0,8
Sugarcane,29,240,5.0,5
Millet,26,95,6.8,8
Millet,32,100,5.4,8
Wheat,18,57,6.1,4
Cotton,27,158,5.8,2
Wheat,38,129,5.1,1
Cotton,11,136,5.7,2
Barley,31,150,6.5,2
Cotton,34,132,6.6,8
Wheat,30,155,5.5,9
Cotton,39,232,7.1,9
Barley,23,101,6.3,6
Sugarcane,18,174,7.2,4
Millet,17,107,5.9,9
Rice,17,183,6.2,6
Wheat,26,139,5.9,8
Barley,35,112,5.1,6
Maize,24,81,6.0,6
Soybean,27,238,5.4,6
Rice,13,249,5.1,5
Barley,13,261,7.3,4
Maize,34,204,5.5,6
Sugarcane,30,278,5.7,5
Cotton,23,260,6.6,1
Cotton,25,223,6.0,4
Sugarcane,30,79,6.1,5
Cotton,11,65,6.2,1
Millet,26,223,5.1,9
Maize,39,167,5.9,7
Cotton,30,134,6.1,6
Rice,21,59,6.3,5
Soybean,34,130,5.8,5
Peanut,16,192,5.6,1
Soybean,29,190,6.4,3
Sorghum,23,128,5.9,8
Rice,37,64,7.1,7
Soybean,22,108,5.2,6
Cotton,26,289,6.3,5
Cotton,17,143,6.7,7
Sugarcane,16,174,7.2,7
Sorghum,38,109,5.8,5
Millet,12,162,6.8,6
Maize,38,199,5.7,1
Millet,12,150,5.1,9
Barley,36,145,7.4,6
Rice,33,148,6.5,2
Maize,12,134,7.3,4
Barley,21,50,5.5,8
Millet,25,149,6.4,6
Millet,19,143,6.1,6
Cotton,29,251,7.2,3
Sorghum,17,51,6.0,5
Millet,30,128,5.7,2
Rice,19,115,7.5,8
Wheat,11,249,5.6,3
Rice,35,93,6.1,3
Sugarcane,25,104,6.4,1
Wheat,14,246,6.6,2
Rice,27,199,7.0,6
Millet,32,69,7.0,2
Peanut,15,193,7.1,3
Wheat,32,271,6.9,4
Cotton,10,172,6.0,7
Millet,14,111,7.5,7
Sorghum,19,232,6.4,7
Sorghum,24,246,5.2,7
Cotton,12,112,5.7,4
Soybean,13,243,7.5,2
Cotton,36,201,5.6,3
Millet,21,112,5.8,4
Soybean,14,185,6.4,1
Maize,26,53,6.3,2
Millet,25,274,6.9,2
Barley,17,257,5.3,1
Peanut,27,227,6.4,8
Peanut,19,186,5.0,5
Wheat,13,81,6.7,9
Cotton,32,216,5.2,1
Wheat,39,270,5.4,7
Barley,31,292,5.7,9
Soybean,21,129,5.6,1
Wheat,24,186,5.9,6
Sorghum,30,82,5.4,5
Soybean,14,142,6.4,7
Millet,15,299,6.7,9
Sugarcane,31,122,5.8,9
Rice,23,94,5.4,7
Sugarcane,27,50,6.6,8
Sorghum,24,172,5.9,3
Maize,16,84,5.1,6
Sorghum,30,202,5.1,1
Maize,34,219,6.9,5
Wheat,10,189,5.9,2
Peanut,25,148,7.4,1
Soybean,14,268,5.1,4
Rice,37,251,6.8,6
Millet,22,113,5.8,3
Sugarcane,25,154,6.4,8
Peanut,25,245,6.4,1
Wheat,12,268,5.9,1
Sorghum,15,296,6.7,2
Millet,22,63,7.2,4
Wheat,19,214,5.1,9
Peanut,37,148,7.0,6
Rice,19,206,7.1,7
Barley,16,242,5.5,5
Wheat,38,182,6.5,3
Soybean,17,163,6.6,8
Maize,39,52,5.1,7
Maize,36,218,6.8,8
Sugarcane,23,75,5.7,8
Wheat,27,130,6.6,8
Rice,18,215,5.4,4
Millet,10,178,6.6,9
Peanut,26,59,7.3,3
Cotton,28,98,7.1,8
Wheat,32,83,5.1,4
Wheat,29,291,6.1,5
Sorghum,12,251,6.3,6
Maize,16,193,6.7,7
Millet,13,245,6.0,8
Millet,38,273,6.3,4
Barley,24,118,6.5,9
Peanut,30,129,5.2,5
Millet,33,272,5.4,2
Peanut,38,174,7.3,8
Peanut,39,240,6.3,8
Barley,29,170,5.7,5
Sorghum,10,230,5.8,1
Peanut,29,204,5.6,8
Barley,19,206,7.3,9
Barley,34,267,7.0,6
Sugarcane,33,279,6.1,1
Barley,34,57,6.8,9
Sugarcane,10,55,7.2,1
Sugarcane,15,259,6.6,6
Cotton,13,249,5.1,4
Barley,10,115,6.1,2
Sugarcane,15,204,5.8,4
Wheat,21,274,6.9,7
Peanut,28,173,6.5,1
Soybean,19,276,5.5,4
Maize,18,107,6.9,2
Millet,30,222,5.7,7
Sugarcane,31,53,7.3,2
Wheat,24,204,5.1,4
Sugarcane,30,105,6.2,4
Sugarcane,14,54,5.8,2
Soybean,19,171,6.3,2
Cotton,16,218,6.6,7
Millet,29,94,6.9,8
Soybean,33,280,5.1,2
Sugarcane,26,90,5.2,8
Rice,33,182,6.6,3
Peanut,14,52,5.5,1
Wheat,36,278,5.5,3
Sorghum,35,118,5.9,4
Barley,25,217,6.1,3
Soybean,10,117,5.1,5
Millet,24,101,5.8,8
Barley,20,179,6.6,3
Barley,26,222,6.3,1
Sugarcane,32,183,6.4,1
Wheat,32,81,6.3,6
Sugarcane,25,299,5.7,5
Peanut,16,234,6.4,8
Sorghum,14,238,6.8,8
Barley,29,238,6.3,1
Cotton,22,51,5.2,5
Soybean,39,104,7.5,4
Maize,21,194,5.8,7
Maize,34,230,7.1,1
Cotton,15,233,6.9,4
Barley,14,138,7.5,8
Rice,33,170,6.2,3
Rice,15,218,7.1,7
Wheat,32,99,5.7,4
Wheat,18,295,5.3,5
Sugarcane,17,80,5.4,5
Rice,14,195,6.6,8
Sorghum,13,298,6.0,7
Peanut,24,91,6.3,9
Sugarcane,39,79,6.6,3
Barley,37,169,7.4,8
Rice,30,280,6.4,7
Peanut,22,191,7.3,7
Maize,31,269,7.1,6
Soybean,30,103,7.3,7
Soybean,18,182,5.2,4
Barley,24,231,7.5,3
Rice,16,73,6.2,3
Sugarcane,13,165,6.5,2
Sorghum,17,77,5.1,3
Sorghum,38,224,7.4,5
Cotton,11,185,5.0,3
Millet,16,133,5.1,4
Cotton,37,95,6.5,2
Barley,11,222,7.3,4
Rice,13,61,6.3,2
Cotton,22,60,7.4,8
Maize,33,159,7.0,5
Barley,25,72,5.2,8
Sugarcane,39,128,5.8,7
Sugarcane,12,218,6.4,3
Rice,27,59,5.8,3
Soybean,29,73,5.8,9
Cotton,39,66,6.9,2
Maize,19,154,7.1,9
Sugarcane,31,294,5.3,6
Peanut,24,57,5.0,7
Rice,13,204,6.5,8
Maize,19,178,5.8,6
Barley,16,67,7.0,8
Soybean,24,162,5.5,5
Maize,24,290,5.7,2
Maize,17,293,5.1,2
Barley,31,109,5.4,6
Sorghum,29,213,7.0,6
Millet,30,210,6.7,5
Sorghum,26,204,6.0,7
Sorghum,27,215,6.9,7
Maize,19,296,6.4,7
Wheat,14,101,6.2,3
Cotton,25,288,5.7,6
Millet,21,299,5.2,7
Rice,33,201,6.6,4
Sugarcane,24,209,5.1,2
Soybean,24,123,5.6,9
Wheat,35,204,6.0,7
Sorghum,16,160,6.4,4
Wheat,15,251,5.7,6
Sugarcane,24,199,5.1,7
Rice,25,251,7.0,3
Soybean,34,139,5.6,3
Sorghum,10,238,6.6,4
Wheat,39,119,6.6,1
Sugarcane,17,268,6.2,9
Rice,12,74,5.1,8
Peanut,23,289,6.6,2
Rice,32,108,5.5,7
Soybean,14,199,5.6,8
Peanut,19,87,5.9,4
Millet,37,266,5.5,5
Barley,27,246,6.4,3
Wheat,25,220,6.2,1
Millet,28,58,6.5,7
Barley,37,73,6.1,6
Millet,28,100,6.1,8
Sugarcane,35,177,5.8,4
Cotton,33,72,7.4,3
Sorghum,24,268,5.8,8
Sugarcane,15,99,7.1,5
Wheat,29,180,5.9,1
Millet,20,167,5.6,7
Maize,34,284,5.7,2
Cotton,11,249,5.1,8
Rice,25,169,5.0,5
Maize,39,67,6.3,3
Cotton,24,114,7.1,6
Barley,10,205,7.1,1
Wheat,16,172,5.4,9
Maize,29,193,7.2,4
Soybean,32,139,5.0,9
Maize,35,270,6.7,4
Maize,13,294,7.3,4
Sorghum,25,109,5.1,4
Peanut,23,217,5.3,1
Barley,25,270,6.2,1
Peanut,39,69,6.3,3
Sorghum,32,141,7.5,4
Peanut,18,201,6.3,9
Millet,24,64,5.5,2
Peanut,10,116,5.4,8
Soybean,31,114,6.2,3
Wheat,38,297,7.4,3
Cotton,23,289,5.4,8
Barley,21,161,5.9,6
Cotton,27,298,6.1,9
Barley,15,274,5.8,8
Sugarcane,17,54,5.8,2
Maize,35,57,7.2,5
Rice,10,221,7.5,3
Wheat,37,273,6.4,2
Sorghum,32,230,5.6,4
Soybean,10,273,6.4,1
Sorghum,32,152,5.8,4
Barley,27,275,7.2,7
Peanut,21,126,5.7,4
Sorghum,16,61,6.1,1
Millet,32,166,7.2,6
Rice,35,140,7.0,4
Wheat,29,198,5.5,7
Sorghum,33,298,6.3,1
Cotton,36,164,7.2,4
Sorghum,39,122,6.3,6
Wheat,32,227,5.2,7
Cotton,26,193,6.6,3
Millet,32,287,6.7,4
Peanut,14,201,5.6,6
Millet,25,226,5.5,4
Peanut,11,219,6.8,6
Maize,35,286,5.8,3
Sugarcane,31,161,6.5,5
Millet,25,93,7.4,5
Millet,34,136,6.6,4
Sorghum,11,235,6.7,8
Barley,19,184,7.3,1
Maize,14,211,5.1,9
Millet,35,95,7.5,6
Rice,22,131,6.9,1
Wheat,27,185,6.0,8
Wheat,25,119,5.5,2
Millet,31,241,5.5,5
Wheat,20,67,6.6,5
Maize,11,119,5.4,6
Barley,24,105,5.3,3
Sorghum,38,184,5.0,3
Soybean,32,281,7.2,6
Peanut,37,176,5.4,6
Millet,29,254,5.1,1
Maize,37,108,6.8,9
Maize,25,226,6.4,6
Peanut,30,150,6.4,8
Sugarcane,23,249,6.7,1
Wheat,17,151,7.4,6
Rice,34,171,6.4,3
Wheat,38,146,5.8,1
Peanut,30,256,5.6,1
Maize,19,267,6.1,8
Sorghum,38,95,6.2,4
Cotton,15,271,5.1,1
Rice,16,218,6.9,5
Cotton,22,127,5.1,1
Cotton,17,156,6.4,9
Barley,18,246,5.9,7
Sugarcane,37,138,5.5,6
Sugarcane,29,229,7.0,9
Wheat,25,65,5.0,9
Wheat,39,70,5.6,4
Sorghum,13,261,6.0,7
Soybean,24,121,7.1,6
Sorghum,25,257,6.5,1
Sorghum,13,261,5.1,8
Peanut,12,94,6.4,1
Rice,34,139,6.6,7
Rice,16,147,6.0,7
Cotton,17,245,6.6,6
Maize,33,233,6.3,1
Rice,22,174,5.4,9
Soybean,26,77,6.1,4
Millet,33,291,5.4,8
Sugarcane,39,286,7.4,6
Soybean,21,54,5.8,6
Peanut,12,175,5.7,1
Rice,35,220,6.8,6
Cotton,36,68,6.0,7
Soybean,10,275,7.0,3
Maize,34,218,5.5,8
Cotton,26,136,5.4,4
Soybean,26,251,5.4,3
Barley,21,292,5.5,9
Sugarcane,17,220,6.4,2
Sorghum,12,79,5.8,6
Wheat,31,104,7.4,8
Peanut,36,131,5.8,9
Sorghum,23,87,5.6,5
Millet,37,252,5.0,9
Sugarcane,24,239,5.5,5
Wheat,30,93,6.4,1
Peanut,36,159,6.4,6
Sorghum,20,55,5.9,5
Wheat,27,296,6.9,8
Millet,33,78,7.4,3
Maize,28,133,6.8,5
Wheat,32,285,5.2,4
Sugarcane,20,171,5.5,8
Wheat,35,277,6.7,9
Wheat,37,186,6.2,8
Sugarcane,18,51,5.5,1
Soybean,16,137,5.8,8
Cotton,18,218,5.5,4
Peanut,22,276,5.7,6
Peanut,24,108,5.9,3
Sorghum,13,189,5.1,3
Maize,14,59,5.0,1
Maize,20,245,6.9,3
Maize,38,233,5.2,7
Sugarcane,20,79,6.1,1
Peanut,19,210,6.3,7
Wheat,31,298,6.0,3
Soybean,31,168,5.2,9
Millet,12,273,5.2,2
Millet,24,245,5.4,8
Maize,13,257,5.2,5
Millet,31,180,5.0,4
Cotton,23,237,5.5,2
Peanut,24,110,6.9,9
Soybean,19,89,5.5,2
Peanut,32,124,6.9,6
Sorghum,26,255,6.3,5
Sorghum,29,262,7.5,7
Maize,39,286,5.2,3
Soybean,34,201,5.3,3
Peanut,26,182,5.1,9
Soybean,28,288,5.2,8
Wheat,30,206,6.0,2
Sugarcane,27,193,7.2,1
Cotton,26,295,5.4,9
Rice,32,240,5.2,4
Cotton,23,189,6.6,3
Rice,20,187,6.4,8
Sorghum,27,273,7.2,9
Sugarcane,11,132,6.7,8
Barley,18,260,6.0,7
Millet,28,51,5.5,5
Sorghum,34,154,6.8,8
Soybean,11,260,6.9,5
Barley,15,284,5.8,9
Soybean,39,252,6.9,1
Maize,21,188,7.3,1
Rice,31,207,7.0,9
Wheat,11,207,5.1,7
Wheat,14,258,5.7,1
Barley,28,246,6.0,1
Rice,10,119,5.2,9
Rice,31,279,6.0,7
Soybean,17,291,6.6,7
Sorghum,12,184,5.8,9
Wheat,25,114,7.1,7
Rice,19,273,5.7,7
Sorghum,10,217,5.2,1
Peanut,31,295,5.1,1
Sugarcane,21,77,5.7,9
Peanut,26,185,6.1,6
Sugarcane,30,237,7.1,1
Wheat,37,61,5.4,1
Barley,23,108,6.0,2
Peanut,16,222,5.6,2
Peanut,26,103,5.4,3
Peanut,34,131,5.1,5
Barley,35,214,5.6,2
Sugarcane,22,216,5.3,7
Cotton,21,217,5.6,2
Barley,29,188,5.5,5
Sorghum,35,60,7.5,4
Sugarcane,37,207,6.8,8
Barley,14,166,5.3,9
Soybean,23,176,5.4,1
Wheat,25,155,6.0,2
Soybean,39,287,7.4,3
Barley,16,125,5.8,7
Sorghum,19,151,6.7,6
Cotton,34,152,5.1,1
Rice,38,153,7.3,2
Sorghum,19,93,5.1,3
Millet,14,283,7.1,3
Barley,14,131,6.8,3
Maize,29,163,5.6,4
Maize,13,131,6.7,4
Maize,28,61,5.1,4
Cotton,30,62,5.5,1
Peanut,39,274,6.7,7
Wheat,24,199,5.4,7
Peanut,37,198,7.1,8
Peanut,30,160,6.0,5
Peanut,31,294,7.1,7
Barley,11,56,7.2,4
Millet,28,257,6.2,4
Soybean,10,270,5.8,5
Cotton,28,128,5.3,4
Cotton,11,180,5.7,8
Barley,18,117,7.5,2
Barley,13,157,7.2,5
Cotton,17,178,6.3,6
Barley,13,182,5.4,2
Cotton,11,213,7.0,9
Soybean,15,235,5.1,5
Millet,17,285,7.3,2
Soybean,13,200,5.7,3
Sugarcane,10,201,5.6,2
Millet,19,246,5.9,3
Maize,10,129,6.6,1
Millet,32,198,5.2,2
Cotton,23,215,6.7,4
Barley,30,247,6.3,8
Maize,28,118,6.7,5
Soybean,31,184,5.9,7
Millet,16,88,7.1,9
Soybean,25,97,6.8,4
Peanut,29,195,5.3,9
Sugarcane,31,61,5.8,6
Millet,20,126,7.1,8
Maize,21,53,5.9,1
Peanut,10,297,5.4,8
Maize,17,105,7.2,4
Sorghum,28,235,6.2,5
Sorghum,11,134,5.2,9
Barley,15,64,6.6,8
Wheat,35,295,5.6,9
Millet,31,119,6.2,3
Barley,35,103,5.3,3
Peanut,19,184,6.8,4
Peanut,35,81,6.0,2
Millet,15,187,6.5,4
Sorghum,29,282,6.4,5
Rice,16,79,6.1,1
Soybean,39,112,5.8,9
Maize,29,177,5.8,4
Maize,16,221,5.1,9
Millet,38,134,6.9,1
Maize,36,111,6.9,1
Rice,19,194,5.7,6
Millet,20,63,7.2,3
Sugarcane,16,60,6.3,9
Sorghum,26,75,6.8,1
Cotton,30,106,7.3,1
Peanut,22,214,5.0,9
Sugarcane,16,291,5.2,3
Wheat,14,284,7.0,4
Peanut,12,58,5.7,4
Maize,29,175,7.2,1
Cotton,13,252,5.5,5
Rice,26,252,5.4,2
Sugarcane,32,260,6.3,3
Millet,21,72,7.0,4
Sorghum,28,291,6.2,2
Cotton,17,147,5.1,7
Wheat,19,246,5.2,9
Sorghum,18,100,7.3,8
Rice,17,292,5.1,4
Millet,10,289,6.3,5
Sugarcane,33,258,5.4,5
Soybean,17,181,6.2,5
Millet,15,158,5.0,4
Rice,28,100,7.3,5
Millet,30,162,6.5,4
Barley,35,100,5.3,2
Peanut,13,292,7.4,9
Wheat,15,143,7.4,7
Cotton,15,119,7.4,2
Peanut,10,145,6.7,8
Rice,24,123,7.0,5
Sorghum,23,258,6.3,6
Soybean,18,221,5.7,6
Rice,22,271,6.0,2
Wheat,20,102,6.1,8
Rice,31,117,6.7,1
Peanut,23,130,5.6,5
Soybean,12,234,5.5,3
Cotton,21,121,6.0,8
Peanut,33,155,7.2,2
Barley,23,254,6.9,1
Cotton,20,260,5.6,7
Wheat,10,155,6.3,5
Soybean,35,127,6.2,9
Sorghum,25,222,6.2,8
Wheat,39,145,5.9,4
Wheat,15,86,5.7,5
Barley,38,239,5.4,6
Soybean,26,125,5.6,2
Peanut,36,180,5.0,9
Sugarcane,26,252,7.2,1
Peanut,11,220,7.0,6
Wheat,16,70,5.1,3
Peanut,11,242,6.0,7
Wheat,36,116,7.0,5
Peanut,26,241,7.3,2
Millet,14,69,7.3,2
Sugarcane,29,284,5.9,4
Sugarcane,22,144,7.3,6
Maize,16,200,6.9,3
Cotton,34,127,5.6,3
Soybean,39,197,5.2,6
Sugarcane,20,90,7.3,5
Cotton,36,170,6.2,7
Sorghum,34,226,6.3,5
Rice,24,213,6.8,3
Soybean,24,291,7.1,6
Sorghum,34,283,6.6,7
Barley,34,150,7.0,7
Soybean,14,183,6.1,9
Barley,31,277,6.9,7
Sugarcane,25,177,6.8,1
Wheat,38,288,6.5,5
Barley,29,132,7.3,4
Millet,39,100,7.1,7
Peanut,19,177,6.1,2
Barley,23,238,5.0,1
Peanut,16,121,5.2,3
Wheat,37,119,7.0,5
Rice,15,85,6.0,3
Soybean,26,169,5.4,1
Rice,11,151,7.3,2
Peanut,27,214,5.1,4
Millet,16,198,6.8,8
Wheat,35,156,6.1,8
Sorghum,19,163,7.3,4
Sorghum,27,199,5.1,7
Millet,22,249,5.9,9
Millet,30,273,6.2,9
Soybean,29,262,6.2,1
Cotton,15,100,6.6,8
Peanut,22,276,6.1,4
Rice,29,83,6.7,1
Maize,21,247,5.4,2
Millet,26,108,7.4,3
Rice,29,259,6.3,8
Wheat,20,203,6.8,9
Barley,28,122,6.2,9
Millet,26,126,6.0,1
Barley,22,279,6.7,7
